SMILES,MW,MW_MCS,NR,NR_MCS,HD,HD_MCS,HA,HA_MCS,FC,FC_MCS,LogP,LogP_MCS
CCC12C(C)=CCCC1C(C)=C1CCC3C(=O)CCC32CO1,300.44200000000006,0.18286178605690068,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.802600000000004,0.5402225117770876
CCC1(C)C(=O)C2CCC34C=CCCC3(C)C3C(CCC34)C2(C)C1=O,340.5070000000001,0.3262768287968386,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.969500000000005,0.5736794627643584
CCC12CCCC3(O1)C1CC=C4CC(=O)C=CC4(C)C1CCC23,312.45300000000003,0.22585587262496226,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.595900000000005,0.49878721058434444
COC(=O)C12CCCCCC13Cc1ccccc1C2CC(C)C3,312.4530000000001,0.22585587262496246,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.866100000000005,0.5529517891149648
CC1CC=C(c2ccc3c(c2)C(=O)c2ccccc2C3=O)CC1,302.3730000000001,0.18977391503558094,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.6654000000000035,0.5127192542848553
C=C1C(C)CC23CCC4C(C)OC(OC)C4(C)C2CCC13C,304.4740000000001,0.19729456909265344,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.792600000000005,0.5382179011726975
COC1CCCC2CCC3C4C=C(C#N)C4(C)CCC3C21C,299.4580000000001,0.17933949972079444,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.713880000000005,0.5224376064949388
COC12CCC3(C)OC34CC=CC1C1CCC(C)C1CCC24C,316.4850000000001,0.24028865566071522,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.731600000000005,0.5259897764859179
CC(=O)Oc1ccc2c(c1)C13CCC(C)C(C2)C1C=CC(C)C3,310.437,0.2186394811070859,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.664100000000005,0.5124586549062848
COC(=O)C1CCC2C3CCC4CC=C=CC4(C)C3CCC12C,314.4690000000001,0.23307226414283885,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.749400000000005,0.5295579833617324
C=C1C=C2CCC3C(=CCC4(C)C(OC)OCC34)C2(C)CC1,300.44200000000006,0.18286178605690068,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.634400000000004,0.5065049614112461
C=C1CC2C3CC(C)=CC3=CCC2C2CCC(C(=O)OC)C12C,312.45300000000003,0.22585587262496226,1,0.14285714285714285,0,0.0,2,0.2,0,0.3333333333333333,4.680500000000005,0.5157462162974846
