Step,Scaffold,SMILES,mw,rb,hd,ha,fc,logp,max sim,min sim,simsdiff,simp,raw_mw,raw_rb,raw_hd,raw_ha,raw_fc,raw_logp,raw_max sim,raw_min sim,raw_simsdiff,raw_simp,total_score,ID
793.0,C1CC1,COC(=O)C[N+](C)(C)C1CC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8563100695610046,0.9619126319885254,158.2209930419922,3.0,0.0,2.0,1.0,0.39820000529289246,0.7435897588729858,0.3291139304637909,0.041859645396471024,0.9619126319885254,0.9818221926689148,MUBD Demo_0
1185.0,C1C[NH2+]1,CC(C)OC(=O)C[N+]1(C)CC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8449065089225769,0.9619126319885254,158.2209930419922,3.0,0.0,2.0,1.0,0.39820000529289246,0.7317073345184326,0.3448275923728943,0.04478386044502258,0.9619126319885254,0.9806820154190063,MUBD Demo_1
384.0,C1C[NH2+]C1,COCOC1C[N+](C)(C)C1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8150208592414856,0.9783942699432373,146.2100067138672,3.0,0.0,2.0,1.0,0.06549999862909317,0.6304348111152649,0.3448275923728943,0.05169655755162239,0.9783942699432373,0.9793415069580078,MUBD Demo_2
1903.0,C1C[NH2+]1,COC(C[N+]1(C)CC1)OC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8447844982147217,0.9445836544036865,146.2100067138672,4.0,0.0,2.0,1.0,0.06549999862909317,0.675000011920929,0.34545454382896423,0.044814180582761765,0.9445836544036865,0.9789368510246277,MUBD Demo_3
350.0,C1COCOC1,C[N+](C)(C)CC1OCCCO1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8538492321968079,0.9311456680297852,160.23699951171875,2.0,0.0,2.0,1.0,0.45559999346733093,0.6818181872367859,0.35087719559669495,0.042506489902734756,0.9311456680297852,0.9784995317459106,MUBD Demo_4
494.0,C1C[NH2+]C1,COC1(OC)C[N+](C)(C)C1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8403852581977844,0.9445836544036865,146.2100067138672,2.0,0.0,2.0,1.0,0.06549999862909317,0.6363636255264282,0.31578946113586426,0.04589458927512169,0.9445836544036865,0.9784969091415405,MUBD Demo_5
626.0,,CCOCC(=O)[N+](C)(C)C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7831611633300781,1.0,146.2100067138672,3.0,0.0,2.0,1.0,0.2556999921798706,0.692307710647583,0.3272727131843567,0.05817143991589546,1.0,0.9783161282539368,MUBD Demo_6
1647.0,C1C[NH2+]1,COCOC(C)C1C[N+]1(C)C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8480498194694519,0.9312053918838501,160.23699951171875,4.0,0.0,2.0,1.0,0.45399999618530273,0.6521739363670349,0.3166666626930237,0.043995995074510574,0.9312053918838501,0.9779255986213684,MUBD Demo_7
1478.0,C1C[NH2+]1,CC(=O)OC(C)C[N+]1(C)CC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8163005709648132,0.9619126319885254,158.2209930419922,3.0,0.0,2.0,1.0,0.39820000529289246,0.707317054271698,0.35087719559669495,0.051419325172901154,0.9619126319885254,0.9778213500976562,MUBD Demo_8
884.0,C1CC1,C[N+](C)(C)CC(=O)OC1CC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8136433362960815,0.9619126319885254,158.2209930419922,3.0,0.0,2.0,1.0,0.39820000529289246,0.692307710647583,0.3037974536418915,0.051993317902088165,0.9619126319885254,0.9775556325912476,MUBD Demo_9
